label n m comparisons time compsConst timeConst
inA 95000 871 33 0 1.99569 0
ran 95000 872 34 1000 2.05616 60.4754
beg 95000 872 31 0 1.87474 0
mid 95000 872 25 0 1.51189 0
end 95000 872 29 0 1.75379 0
not 95000 872 34 0 2.05616 0
inA 95000 872 31 0 1.87474 0
ran 95000 873 25 0 1.51189 0
beg 95000 873 25 0 1.51189 0
mid 95000 873 25 0 1.51189 0
end 95000 873 31 0 1.87474 0
not 95000 873 34 0 2.05616 0
inA 95000 873 29 0 1.75379 0
ran 95000 874 32 0 1.93521 0
beg 95000 874 23 1000 1.39093 60.4754
mid 95000 874 31 0 1.87474 0
end 95000 874 31 0 1.87474 0
not 95000 874 34 0 2.05616 0
inA 95000 874 33 0 1.99569 0
ran 95000 875 34 0 2.05616 0
beg 95000 875 31 0 1.87474 0
mid 95000 875 29 1000 1.75379 60.4754
end 95000 875 29 0 1.75379 0
not 95000 875 34 0 2.05616 0
inA 95000 875 33 0 1.99569 0
ran 95000 876 34 0 2.05616 0
beg 95000 876 31 0 1.87474 0
mid 95000 876 31 0 1.87474 0
end 95000 876 31 0 1.87474 0
not 95000 876 32 0 1.93521 0
inA 95000 876 23 1000 1.39093 60.4754
ran 95000 877 32 1000 1.93521 60.4754
beg 95000 877 31 1000 1.87474 60.4754
mid 95000 877 29 0 1.75379 0
end 95000 877 27 1000 1.63284 60.4754
not 95000 877 32 1000 1.93521 60.4754
inA 95000 877 31 0 1.87474 0
ran 95000 878 29 0 1.75379 0
beg 95000 878 31 0 1.87474 0
mid 95000 878 23 1000 1.39093 60.4754
end 95000 878 31 0 1.87474 0
not 95000 878 34 0 2.05616 0
inA 95000 878 31 0 1.87474 0
ran 95000 879 32 1000 1.93521 60.4754
beg 95000 879 33 1000 1.99569 60.4754
mid 95000 879 29 1000 1.75379 60.4754
end 95000 879 31 0 1.87474 0
not 95000 879 32 0 1.93521 0
inA 95000 879 33 0 1.99569 0
ran 95000 880 34 1000 2.05616 60.4754
beg 95000 880 31 0 1.87474 0
mid 95000 880 29 0 1.75379 0
end 95000 880 31 0 1.87474 0
not 95000 880 34 1000 2.05616 60.4754
inA 95000 880 33 0 1.99569 0
ran 95000 881 29 0 1.75379 0
beg 95000 881 19 0 1.14903 0
mid 95000 881 29 0 1.75379 0
end 95000 881 33 0 1.99569 0
not 95000 881 32 1000 1.93521 60.4754
inA 95000 881 31 0 1.87474 0
ran 95000 882 32 0 1.93521 0
beg 95000 882 27 0 1.63284 0
mid 95000 882 29 1000 1.75379 60.4754
end 95000 882 33 0 1.99569 0
not 95000 882 32 0 1.93521 0
inA 95000 882 27 0 1.63284 0
ran 95000 883 34 1000 2.05616 60.4754
beg 95000 883 21 0 1.26998 0
mid 95000 883 27 0 1.63284 0
end 95000 883 29 0 1.75379 0
not 95000 883 32 0 1.93521 0
inA 95000 883 29 1000 1.75379 60.4754
ran 95000 884 32 1000 1.93521 60.4754
beg 95000 884 31 0 1.87474 0
mid 95000 884 31 0 1.87474 0
end 95000 884 29 0 1.75379 0
not 95000 884 34 1000 2.05616 60.4754
inA 95000 884 31 0 1.87474 0
ran 95000 885 34 1000 2.05616 60.4754
beg 95000 885 25 1000 1.51189 60.4754
mid 95000 885 29 1000 1.75379 60.4754
end 95000 885 25 0 1.51189 0
not 95000 885 34 1000 2.05616 60.4754
inA 95000 885 29 0 1.75379 0
ran 95000 886 33 0 1.99569 0
beg 95000 886 29 1000 1.75379 60.4754
mid 95000 886 33 1000 1.99569 60.4754
end 95000 886 33 0 1.99569 0
not 95000 886 32 0 1.93521 0
inA 95000 886 31 0 1.87474 0
ran 95000 887 32 0 1.93521 0
beg 95000 887 31 1000 1.87474 60.4754
mid 95000 887 29 0 1.75379 0
end 95000 887 31 0 1.87474 0
not 95000 887 32 0 1.93521 0
inA 95000 887 29 1000 1.75379 60.4754
ran 95000 888 34 1000 2.05616 60.4754
beg 95000 888 31 1000 1.87474 60.4754
mid 95000 888 29 1000 1.75379 60.4754
end 95000 888 29 0 1.75379 0
not 95000 888 34 0 2.05616 0
inA 95000 888 31 1000 1.87474 60.4754
ran 95000 889 34 1000 2.05616 60.4754
beg 95000 889 29 0 1.75379 0
mid 95000 889 29 0 1.75379 0
end 95000 889 29 0 1.75379 0
not 95000 889 32 1000 1.93521 60.4754
inA 95000 889 29 0 1.75379 0
ran 95000 890 29 1000 1.75379 60.4754
beg 95000 890 29 0 1.75379 0
mid 95000 890 29 1000 1.75379 60.4754
end 95000 890 25 0 1.51189 0
not 95000 890 32 0 1.93521 0
inA 95000 890 31 0 1.87474 0
ran 95000 891 32 0 1.93521 0
beg 95000 891 31 1000 1.87474 60.4754
mid 95000 891 27 0 1.63284 0
end 95000 891 27 0 1.63284 0
not 95000 891 32 0 1.93521 0
inA 95000 891 31 0 1.87474 0
ran 95000 892 34 0 2.05616 0
beg 95000 892 31 0 1.87474 0
mid 95000 892 29 0 1.75379 0
end 95000 892 33 1000 1.99569 60.4754
not 95000 892 34 0 2.05616 0
inA 95000 892 29 0 1.75379 0
ran 95000 893 31 0 1.87474 0
beg 95000 893 31 0 1.87474 0
mid 95000 893 33 0 1.99569 0
end 95000 893 29 0 1.75379 0
not 95000 893 34 0 2.05616 0
inA 95000 893 29 0 1.75379 0
ran 95000 894 34 1000 2.05616 60.4754
beg 95000 894 29 0 1.75379 0
mid 95000 894 33 0 1.99569 0
end 95000 894 31 0 1.87474 0
not 95000 894 34 1000 2.05616 60.4754
inA 95000 894 33 0 1.99569 0
ran 95000 895 34 1000 2.05616 60.4754
beg 95000 895 27 1000 1.63284 60.4754
mid 95000 895 29 0 1.75379 0
end 95000 895 29 1000 1.75379 60.4754
not 95000 895 34 1000 2.05616 60.4754
inA 95000 895 19 0 1.14903 0
ran 95000 896 34 0 2.05616 0
beg 95000 896 31 0 1.87474 0
mid 95000 896 31 1000 1.87474 60.4754
end 95000 896 31 0 1.87474 0
not 95000 896 32 0 1.93521 0
inA 95000 896 25 0 1.51189 0
ran 95000 897 32 0 1.93521 0
beg 95000 897 33 0 1.99569 0
mid 95000 897 31 0 1.87474 0
end 95000 897 25 0 1.51189 0
not 95000 897 34 0 2.05616 0
inA 95000 897 27 0 1.63284 0
ran 95000 898 34 1000 2.05616 60.4754
beg 95000 898 33 0 1.99569 0
mid 95000 898 29 0 1.75379 0
end 95000 898 33 0 1.99569 0
not 95000 898 34 1000 2.05616 60.4754
inA 95000 898 21 0 1.26998 0
ran 95000 899 34 0 2.05616 0
beg 95000 899 31 1000 1.87474 60.4754
mid 95000 899 29 0 1.75379 0
end 95000 899 31 0 1.87474 0
not 95000 899 34 0 2.05616 0
inA 95000 899 27 0 1.63284 0
ran 95000 900 34 0 2.05616 0
beg 95000 900 29 0 1.75379 0
mid 95000 900 29 1000 1.75379 60.4754
end 95000 900 29 1000 1.75379 60.4754
not 95000 900 34 0 2.05616 0
inA 95000 900 23 0 1.39093 0
ran 95000 901 27 0 1.63284 0
beg 95000 901 29 0 1.75379 0
mid 95000 901 27 0 1.63284 0
end 95000 901 33 0 1.99569 0
not 95000 901 34 0 2.05616 0
inA 95000 901 31 0 1.87474 0
ran 95000 902 32 0 1.93521 0
beg 95000 902 29 0 1.75379 0
mid 95000 902 31 0 1.87474 0
end 95000 902 33 0 1.99569 0
not 95000 902 34 0 2.05616 0
inA 95000 902 27 0 1.63284 0
ran 95000 903 32 0 1.93521 0
beg 95000 903 27 0 1.63284 0
mid 95000 903 17 1000 1.02808 60.4754
end 95000 903 25 0 1.51189 0
not 95000 903 34 0 2.05616 0
inA 95000 903 29 0 1.75379 0
ran 95000 904 33 0 1.99569 0
beg 95000 904 27 0 1.63284 0
mid 95000 904 31 1000 1.87474 60.4754
end 95000 904 29 1000 1.75379 60.4754
not 95000 904 34 0 2.05616 0
inA 95000 904 29 0 1.75379 0
ran 95000 905 32 0 1.93521 0
beg 95000 905 29 0 1.75379 0
mid 95000 905 19 0 1.14903 0
end 95000 905 29 0 1.75379 0
not 95000 905 34 0 2.05616 0
inA 95000 905 31 1000 1.87474 60.4754
ran 95000 906 31 1000 1.87474 60.4754
beg 95000 906 31 0 1.87474 0
mid 95000 906 31 0 1.87474 0
end 95000 906 33 0 1.99569 0
not 95000 906 34 0 2.05616 0
inA 95000 906 29 1000 1.75379 60.4754
ran 95000 907 33 0 1.99569 0
beg 95000 907 33 1000 1.99569 60.4754
mid 95000 907 31 0 1.87474 0
end 95000 907 25 0 1.51189 0
not 95000 907 32 0 1.93521 0
inA 95000 907 31 0 1.87474 0
ran 95000 908 27 0 1.63284 0
beg 95000 908 29 0 1.75379 0
mid 95000 908 29 1000 1.75379 60.4754
end 95000 908 31 0 1.87474 0
not 95000 908 34 0 2.05616 0
inA 95000 908 29 1000 1.75379 60.4754
ran 95000 909 25 0 1.51189 0
beg 95000 909 33 1000 1.99569 60.4754
mid 95000 909 33 0 1.99569 0
end 95000 909 31 1000 1.87474 60.4754
not 95000 909 32 0 1.93521 0
inA 95000 909 25 0 1.51189 0
ran 95000 910 31 0 1.87474 0
beg 95000 910 31 0 1.87474 0
mid 95000 910 31 1000 1.87474 60.4754
end 95000 910 33 0 1.99569 0
not 95000 910 32 0 1.93521 0
inA 95000 910 29 0 1.75379 0
ran 95000 911 32 0 1.93521 0
beg 95000 911 29 0 1.75379 0
mid 95000 911 31 1000 1.87474 60.4754
end 95000 911 23 0 1.39093 0
not 95000 911 32 0 1.93521 0
inA 95000 911 31 0 1.87474 0
ran 95000 912 32 0 1.93521 0
beg 95000 912 29 0 1.75379 0
mid 95000 912 33 1000 1.99569 60.4754
end 95000 912 31 1000 1.87474 60.4754
not 95000 912 32 0 1.93521 0
inA 95000 912 27 0 1.63284 0
ran 95000 913 34 0 2.05616 0
beg 95000 913 27 0 1.63284 0
mid 95000 913 33 1000 1.99569 60.4754
end 95000 913 29 0 1.75379 0
not 95000 913 34 0 2.05616 0
inA 95000 913 29 0 1.75379 0
ran 95000 914 33 0 1.99569 0
beg 95000 914 31 0 1.87474 0
mid 95000 914 27 0 1.63284 0
end 95000 914 29 0 1.75379 0
not 95000 914 34 1000 2.05616 60.4754
inA 95000 914 33 0 1.99569 0
ran 95000 915 34 0 2.05616 0
beg 95000 915 33 1000 1.99569 60.4754
mid 95000 915 29 0 1.75379 0
end 95000 915 23 0 1.39093 0
not 95000 915 34 1000 2.05616 60.4754
inA 95000 915 31 0 1.87474 0
ran 95000 916 29 0 1.75379 0
beg 95000 916 31 0 1.87474 0
mid 95000 916 33 14000 1.99569 846.656
end 95000 916 33 0 1.99569 0
not 95000 916 32 0 1.93521 0
inA 95000 916 27 0 1.63284 0
ran 95000 917 29 0 1.75379 0
beg 95000 917 29 0 1.75379 0
mid 95000 917 33 1000 1.99569 60.4754
end 95000 917 31 0 1.87474 0
not 95000 917 32 0 1.93521 0
inA 95000 917 33 0 1.99569 0
ran 95000 918 25 1000 1.51189 60.4754
beg 95000 918 29 0 1.75379 0
mid 95000 918 27 0 1.63284 0
end 95000 918 29 0 1.75379 0
not 95000 918 34 1000 2.05616 60.4754
inA 95000 918 29 0 1.75379 0
ran 95000 919 32 0 1.93521 0
beg 95000 919 29 1000 1.75379 60.4754
mid 95000 919 27 1000 1.63284 60.4754
end 95000 919 33 0 1.99569 0
not 95000 919 34 0 2.05616 0
inA 95000 919 29 0 1.75379 0
ran 95000 920 34 0 2.05616 0
beg 95000 920 29 0 1.75379 0
mid 95000 920 31 0 1.87474 0
end 95000 920 31 1000 1.87474 60.4754
not 95000 920 34 0 2.05616 0
inA 95000 920 33 0 1.99569 0
ran 95000 921 29 0 1.75379 0
beg 95000 921 29 0 1.75379 0
mid 95000 921 31 1000 1.87474 60.4754
end 95000 921 29 0 1.75379 0
not 95000 921 34 0 2.05616 0
inA 95000 921 27 1000 1.63284 60.4754
ran 95000 922 25 0 1.51189 0
beg 95000 922 33 1000 1.99569 60.4754
mid 95000 922 33 1000 1.99569 60.4754
end 95000 922 29 0 1.75379 0
not 95000 922 34 0 2.05616 0
inA 95000 922 31 0 1.87474 0
ran 95000 923 34 0 2.05616 0
beg 95000 923 31 0 1.87474 0
mid 95000 923 31 1000 1.87474 60.4754
end 95000 923 29 0 1.75379 0
not 95000 923 34 0 2.05616 0
inA 95000 923 31 0 1.87474 0
ran 95000 924 33 1000 1.99569 60.4754
beg 95000 924 33 0 1.99569 0
mid 95000 924 21 0 1.26998 0
end 95000 924 25 0 1.51189 0
not 95000 924 32 0 1.93521 0
inA 95000 924 31 0 1.87474 0
ran 95000 925 29 0 1.75379 0
beg 95000 925 25 0 1.51189 0
mid 95000 925 29 0 1.75379 0
end 95000 925 33 0 1.99569 0
not 95000 925 34 0 2.05616 0
inA 95000 925 33 0 1.99569 0
ran 95000 926 34 0 2.05616 0
beg 95000 926 27 1000 1.63284 60.4754
mid 95000 926 31 0 1.87474 0
end 95000 926 29 0 1.75379 0
not 95000 926 34 0 2.05616 0
inA 95000 926 29 0 1.75379 0
ran 95000 927 32 1000 1.93521 60.4754
beg 95000 927 27 0 1.63284 0
mid 95000 927 27 0 1.63284 0
end 95000 927 31 0 1.87474 0
not 95000 927 32 0 1.93521 0
inA 95000 927 27 1000 1.63284 60.4754
ran 95000 928 34 1000 2.05616 60.4754
beg 95000 928 25 1000 1.51189 60.4754
mid 95000 928 33 0 1.99569 0
end 95000 928 29 1000 1.75379 60.4754
not 95000 928 34 0 2.05616 0
inA 95000 928 33 0 1.99569 0
ran 95000 929 34 1000 2.05616 60.4754
beg 95000 929 31 0 1.87474 0
mid 95000 929 27 0 1.63284 0
end 95000 929 31 1000 1.87474 60.4754
not 95000 929 32 0 1.93521 0
inA 95000 929 31 0 1.87474 0
ran 95000 930 34 0 2.05616 0
beg 95000 930 27 0 1.63284 0
mid 95000 930 29 0 1.75379 0
end 95000 930 27 1000 1.63284 60.4754
not 95000 930 32 1000 1.93521 60.4754
inA 95000 930 31 1000 1.87474 60.4754
ran 95000 931 34 0 2.05616 0
beg 95000 931 31 0 1.87474 0
mid 95000 931 33 0 1.99569 0
end 95000 931 27 0 1.63284 0
not 95000 931 34 0 2.05616 0
inA 95000 931 29 0 1.75379 0
ran 95000 932 31 1000 1.87474 60.4754
beg 95000 932 33 1000 1.99569 60.4754
mid 95000 932 33 0 1.99569 0
end 95000 932 33 0 1.99569 0
not 95000 932 32 0 1.93521 0
inA 95000 932 29 0 1.75379 0
ran 95000 933 32 0 1.93521 0
beg 95000 933 33 0 1.99569 0
mid 95000 933 31 0 1.87474 0
end 95000 933 31 0 1.87474 0
not 95000 933 34 0 2.05616 0
inA 95000 933 31 0 1.87474 0
ran 95000 934 32 0 1.93521 0
beg 95000 934 31 0 1.87474 0
mid 95000 934 27 1000 1.63284 60.4754
end 95000 934 33 1000 1.99569 60.4754
not 95000 934 34 0 2.05616 0
inA 95000 934 33 0 1.99569 0
ran 95000 935 29 1000 1.75379 60.4754
beg 95000 935 25 0 1.51189 0
mid 95000 935 31 0 1.87474 0
end 95000 935 31 0 1.87474 0
not 95000 935 32 0 1.93521 0
inA 95000 935 33 0 1.99569 0
ran 95000 936 34 0 2.05616 0
beg 95000 936 31 0 1.87474 0
mid 95000 936 27 0 1.63284 0
end 95000 936 29 0 1.75379 0
not 95000 936 34 0 2.05616 0
inA 95000 936 29 1000 1.75379 60.4754
ran 95000 937 32 0 1.93521 0
beg 95000 937 33 0 1.99569 0
mid 95000 937 31 1000 1.87474 60.4754
end 95000 937 29 0 1.75379 0
not 95000 937 32 0 1.93521 0
inA 95000 937 29 0 1.75379 0
ran 95000 938 34 1000 2.05616 60.4754
beg 95000 938 33 0 1.99569 0
mid 95000 938 33 0 1.99569 0
end 95000 938 29 0 1.75379 0
not 95000 938 32 0 1.93521 0
inA 95000 938 29 0 1.75379 0
ran 95000 939 27 1000 1.63284 60.4754
beg 95000 939 31 0 1.87474 0
mid 95000 939 29 0 1.75379 0
end 95000 939 29 0 1.75379 0
not 95000 939 32 0 1.93521 0
inA 95000 939 29 0 1.75379 0
ran 95000 940 31 0 1.87474 0
beg 95000 940 27 0 1.63284 0
mid 95000 940 33 0 1.99569 0
end 95000 940 29 1000 1.75379 60.4754
not 95000 940 34 0 2.05616 0
inA 95000 940 31 0 1.87474 0
ran 95000 941 34 1000 2.05616 60.4754
beg 95000 941 29 1000 1.75379 60.4754
mid 95000 941 33 0 1.99569 0
end 95000 941 29 1000 1.75379 60.4754
not 95000 941 32 0 1.93521 0
inA 95000 941 31 0 1.87474 0
ran 95000 942 34 1000 2.05616 60.4754
beg 95000 942 33 0 1.99569 0
mid 95000 942 27 0 1.63284 0
end 95000 942 31 0 1.87474 0
not 95000 942 32 0 1.93521 0
inA 95000 942 27 0 1.63284 0
ran 95000 943 33 0 1.99569 0
beg 95000 943 31 0 1.87474 0
mid 95000 943 23 0 1.39093 0
end 95000 943 31 0 1.87474 0
not 95000 943 32 1000 1.93521 60.4754
inA 95000 943 31 1000 1.87474 60.4754
ran 95000 944 32 0 1.93521 0
beg 95000 944 31 1000 1.87474 60.4754
mid 95000 944 29 0 1.75379 0
end 95000 944 31 1000 1.87474 60.4754
not 95000 944 34 0 2.05616 0
inA 95000 944 27 0 1.63284 0
ran 95000 945 32 0 1.93521 0
beg 95000 945 25 0 1.51189 0
mid 95000 945 29 0 1.75379 0
end 95000 945 29 0 1.75379 0
not 95000 945 34 1000 2.05616 60.4754
inA 95000 945 27 0 1.63284 0
ran 95000 946 29 0 1.75379 0
beg 95000 946 33 0 1.99569 0
mid 95000 946 29 0 1.75379 0
end 95000 946 31 1000 1.87474 60.4754
not 95000 946 34 1000 2.05616 60.4754
inA 95000 946 27 0 1.63284 0
ran 95000 947 34 0 2.05616 0
beg 95000 947 33 1000 1.99569 60.4754
mid 95000 947 31 0 1.87474 0
end 95000 947 29 0 1.75379 0
not 95000 947 34 0 2.05616 0
inA 95000 947 25 0 1.51189 0
ran 95000 948 31 0 1.87474 0
beg 95000 948 27 1000 1.63284 60.4754
mid 95000 948 31 0 1.87474 0
end 95000 948 33 0 1.99569 0
not 95000 948 32 0 1.93521 0
inA 95000 948 25 1000 1.51189 60.4754
ran 95000 949 34 1000 2.05616 60.4754
beg 95000 949 29 1000 1.75379 60.4754
mid 95000 949 25 5000 1.51189 302.377
end 95000 949 29 0 1.75379 0
not 95000 949 32 0 1.93521 0
inA 95000 949 31 0 1.87474 0
ran 95000 950 29 0 1.75379 0
beg 95000 950 29 0 1.75379 0
mid 95000 950 25 0 1.51189 0
end 95000 950 29 0 1.75379 0
not 95000 950 34 0 2.05616 0
inA 95000 950 25 0 1.51189 0
ran 95000 951 34 0 2.05616 0
beg 95000 951 31 0 1.87474 0
mid 95000 951 31 0 1.87474 0
end 95000 951 29 0 1.75379 0
not 95000 951 34 1000 2.05616 60.4754
inA 95000 951 31 0 1.87474 0
ran 95000 952 34 0 2.05616 0
beg 95000 952 33 1000 1.99569 60.4754
mid 95000 952 33 0 1.99569 0
end 95000 952 29 1000 1.75379 60.4754
not 95000 952 32 0 1.93521 0
inA 95000 952 25 0 1.51189 0
ran 95000 953 32 1000 1.93521 60.4754
beg 95000 953 29 0 1.75379 0
mid 95000 953 31 0 1.87474 0
end 95000 953 23 0 1.39093 0
not 95000 953 34 1000 2.05616 60.4754
inA 95000 953 31 1000 1.87474 60.4754
ran 95000 954 32 1000 1.93521 60.4754
beg 95000 954 33 0 1.99569 0
mid 95000 954 31 0 1.87474 0
end 95000 954 31 0 1.87474 0
not 95000 954 34 0 2.05616 0
inA 95000 954 31 1000 1.87474 60.4754
ran 95000 955 32 0 1.93521 0
beg 95000 955 29 0 1.75379 0
mid 95000 955 31 0 1.87474 0
end 95000 955 31 1000 1.87474 60.4754
not 95000 955 34 0 2.05616 0
inA 95000 955 33 0 1.99569 0
ran 95000 956 31 0 1.87474 0
beg 95000 956 31 0 1.87474 0
mid 95000 956 31 1000 1.87474 60.4754
end 95000 956 29 0 1.75379 0
not 95000 956 32 0 1.93521 0
inA 95000 956 31 16000 1.87474 967.607
ran 95000 957 33 0 1.99569 0
beg 95000 957 33 0 1.99569 0
mid 95000 957 29 1000 1.75379 60.4754
end 95000 957 31 0 1.87474 0
not 95000 957 32 0 1.93521 0
inA 95000 957 29 0 1.75379 0
ran 95000 958 33 0 1.99569 0
beg 95000 958 25 0 1.51189 0
mid 95000 958 31 0 1.87474 0
end 95000 958 31 0 1.87474 0
not 95000 958 34 0 2.05616 0
inA 95000 958 27 0 1.63284 0
ran 95000 959 32 1000 1.93521 60.4754
beg 95000 959 29 0 1.75379 0
mid 95000 959 27 0 1.63284 0
end 95000 959 29 0 1.75379 0
not 95000 959 32 0 1.93521 0
inA 95000 959 31 1000 1.87474 60.4754
ran 95000 960 34 0 2.05616 0
beg 95000 960 27 1000 1.63284 60.4754
mid 95000 960 27 0 1.63284 0
end 95000 960 25 1000 1.51189 60.4754
not 95000 960 34 0 2.05616 0
inA 95000 960 25 0 1.51189 0
ran 95000 961 32 1000 1.93521 60.4754
beg 95000 961 31 0 1.87474 0
mid 95000 961 33 1000 1.99569 60.4754
end 95000 961 33 1000 1.99569 60.4754
not 95000 961 34 1000 2.05616 60.4754
inA 95000 961 23 1000 1.39093 60.4754
ran 95000 962 34 0 2.05616 0
beg 95000 962 25 0 1.51189 0
mid 95000 962 27 0 1.63284 0
end 95000 962 31 1000 1.87474 60.4754
not 95000 962 34 0 2.05616 0
inA 95000 962 27 0 1.63284 0
ran 95000 963 34 1000 2.05616 60.4754
beg 95000 963 23 0 1.39093 0
mid 95000 963 33 0 1.99569 0
end 95000 963 33 1000 1.99569 60.4754
not 95000 963 32 1000 1.93521 60.4754
inA 95000 963 29 0 1.75379 0
ran 95000 964 31 0 1.87474 0
beg 95000 964 29 0 1.75379 0
mid 95000 964 31 0 1.87474 0
end 95000 964 29 0 1.75379 0
not 95000 964 34 1000 2.05616 60.4754
inA 95000 964 25 0 1.51189 0
ran 95000 965 29 0 1.75379 0
beg 95000 965 29 0 1.75379 0
mid 95000 965 29 0 1.75379 0
end 95000 965 33 0 1.99569 0
not 95000 965 34 0 2.05616 0
inA 95000 965 31 1000 1.87474 60.4754
ran 95000 966 32 0 1.93521 0
beg 95000 966 31 0 1.87474 0
mid 95000 966 31 1000 1.87474 60.4754
end 95000 966 29 1000 1.75379 60.4754
not 95000 966 34 1000 2.05616 60.4754
inA 95000 966 29 0 1.75379 0
ran 95000 967 32 0 1.93521 0
beg 95000 967 33 0 1.99569 0
mid 95000 967 31 0 1.87474 0
end 95000 967 31 1000 1.87474 60.4754
not 95000 967 32 0 1.93521 0
inA 95000 967 27 0 1.63284 0
ran 95000 968 34 0 2.05616 0
beg 95000 968 33 0 1.99569 0
mid 95000 968 29 1000 1.75379 60.4754
end 95000 968 27 0 1.63284 0
not 95000 968 34 0 2.05616 0
inA 95000 968 31 0 1.87474 0
ran 95000 969 34 1000 2.05616 60.4754
beg 95000 969 29 0 1.75379 0
mid 95000 969 27 1000 1.63284 60.4754
end 95000 969 31 0 1.87474 0
not 95000 969 32 0 1.93521 0
inA 95000 969 33 0 1.99569 0
ran 95000 970 29 1000 1.75379 60.4754
beg 95000 970 29 0 1.75379 0
mid 95000 970 23 1000 1.39093 60.4754
end 95000 970 27 0 1.63284 0
not 95000 970 34 0 2.05616 0
inA 95000 970 33 0 1.99569 0
ran 95000 971 34 0 2.05616 0
beg 95000 971 31 0 1.87474 0
mid 95000 971 33 0 1.99569 0
end 95000 971 31 1000 1.87474 60.4754
not 95000 971 34 1000 2.05616 60.4754
inA 95000 971 31 0 1.87474 0
ran 95000 972 32 1000 1.93521 60.4754
beg 95000 972 27 1000 1.63284 60.4754
mid 95000 972 33 1000 1.99569 60.4754
end 95000 972 29 0 1.75379 0
not 95000 972 34 0 2.05616 0
inA 95000 972 33 1000 1.99569 60.4754
ran 95000 973 29 1000 1.75379 60.4754
beg 95000 973 31 1000 1.87474 60.4754
mid 95000 973 29 0 1.75379 0
end 95000 973 31 0 1.87474 0
not 95000 973 34 0 2.05616 0
inA 95000 973 25 1000 1.51189 60.4754
ran 95000 974 31 1000 1.87474 60.4754
beg 95000 974 27 0 1.63284 0
mid 95000 974 27 1000 1.63284 60.4754
end 95000 974 25 0 1.51189 0
not 95000 974 34 0 2.05616 0
inA 95000 974 27 0 1.63284 0
ran 95000 975 34 0 2.05616 0
beg 95000 975 29 1000 1.75379 60.4754
mid 95000 975 23 0 1.39093 0
end 95000 975 29 0 1.75379 0
not 95000 975 32 1000 1.93521 60.4754
inA 95000 975 29 0 1.75379 0
ran 95000 976 34 0 2.05616 0
beg 95000 976 29 0 1.75379 0
mid 95000 976 31 0 1.87474 0
end 95000 976 25 0 1.51189 0
not 95000 976 34 0 2.05616 0
inA 95000 976 31 0 1.87474 0
ran 95000 977 32 1000 1.93521 60.4754
beg 95000 977 31 0 1.87474 0
mid 95000 977 31 0 1.87474 0
end 95000 977 25 0 1.51189 0
not 95000 977 34 0 2.05616 0
inA 95000 977 27 0 1.63284 0
ran 95000 978 29 0 1.75379 0
beg 95000 978 25 0 1.51189 0
mid 95000 978 29 0 1.75379 0
end 95000 978 31 0 1.87474 0
not 95000 978 32 0 1.93521 0
inA 95000 978 29 1000 1.75379 60.4754
ran 95000 979 32 0 1.93521 0
beg 95000 979 29 0 1.75379 0
mid 95000 979 31 1000 1.87474 60.4754
end 95000 979 27 0 1.63284 0
not 95000 979 32 0 1.93521 0
inA 95000 979 29 0 1.75379 0
ran 95000 980 34 0 2.05616 0
beg 95000 980 33 0 1.99569 0
mid 95000 980 27 0 1.63284 0
end 95000 980 33 0 1.99569 0
not 95000 980 34 0 2.05616 0
inA 95000 980 23 1000 1.39093 60.4754
ran 95000 981 33 0 1.99569 0
beg 95000 981 27 0 1.63284 0
mid 95000 981 25 0 1.51189 0
end 95000 981 31 1000 1.87474 60.4754
not 95000 981 34 0 2.05616 0
inA 95000 981 25 0 1.51189 0
ran 95000 982 32 0 1.93521 0
beg 95000 982 23 1000 1.39093 60.4754
mid 95000 982 33 1000 1.99569 60.4754
end 95000 982 33 0 1.99569 0
not 95000 982 34 0 2.05616 0
inA 95000 982 33 0 1.99569 0
ran 95000 983 29 0 1.75379 0
beg 95000 983 27 1000 1.63284 60.4754
mid 95000 983 33 0 1.99569 0
end 95000 983 29 1000 1.75379 60.4754
not 95000 983 34 0 2.05616 0
inA 95000 983 31 0 1.87474 0
ran 95000 984 34 1000 2.05616 60.4754
beg 95000 984 31 1000 1.87474 60.4754
mid 95000 984 33 0 1.99569 0
end 95000 984 25 0 1.51189 0
not 95000 984 34 1000 2.05616 60.4754
inA 95000 984 29 0 1.75379 0
ran 95000 985 33 0 1.99569 0
beg 95000 985 23 0 1.39093 0
mid 95000 985 25 1000 1.51189 60.4754
end 95000 985 31 0 1.87474 0
not 95000 985 32 0 1.93521 0
inA 95000 985 33 1000 1.99569 60.4754
ran 95000 986 29 0 1.75379 0
beg 95000 986 29 0 1.75379 0
mid 95000 986 29 0 1.75379 0
end 95000 986 31 0 1.87474 0
not 95000 986 34 0 2.05616 0
inA 95000 986 23 0 1.39093 0
ran 95000 987 34 1000 2.05616 60.4754
beg 95000 987 31 0 1.87474 0
mid 95000 987 33 1000 1.99569 60.4754
end 95000 987 21 0 1.26998 0
not 95000 987 34 1000 2.05616 60.4754
inA 95000 987 31 0 1.87474 0
ran 95000 988 32 0 1.93521 0
beg 95000 988 31 0 1.87474 0
mid 95000 988 29 0 1.75379 0
end 95000 988 29 1000 1.75379 60.4754
not 95000 988 34 0 2.05616 0
inA 95000 988 33 0 1.99569 0
ran 95000 989 34 0 2.05616 0
beg 95000 989 31 0 1.87474 0
mid 95000 989 25 0 1.51189 0
end 95000 989 25 0 1.51189 0
not 95000 989 34 0 2.05616 0
inA 95000 989 31 0 1.87474 0
