label n comps time
end 53000 1.84787 0
not 53000 2.03903 63.7198
inA 53000 1.72044 0
ran 53000 2.03903 0
beg 53000 1.84787 0
mid 53000 1.84787 63.7198
end 53000 1.84787 63.7198
not 53000 2.03903 63.7198
inA 53000 1.593 0
ran 53000 2.03903 0
beg 53000 1.97531 0
mid 53000 1.46556 0
end 53000 1.46556 0
not 53000 2.03903 0
inA 53000 1.72044 0
ran 53000 1.593 0
beg 53000 1.84787 63.7198
mid 53000 1.593 63.7198
end 53000 1.84787 0
not 53000 2.03903 63.7198
inA 53000 1.84787 0
ran 53000 1.97531 0
beg 53000 1.84787 63.7198
mid 53000 1.97531 0
end 53000 1.97531 0
not 53000 2.03903 0
inA 53000 1.593 0
ran 53000 1.72044 0
beg 53000 1.97531 63.7198
mid 53000 1.84787 0
end 53000 1.593 63.7198
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 1.97531 0
beg 53000 1.84787 0
mid 53000 1.21068 0
end 53000 1.72044 0
not 53000 1.91159 0
inA 53000 1.593 0
ran 53000 2.03903 0
beg 53000 1.593 0
mid 53000 1.84787 63.7198
end 53000 1.593 0
not 53000 2.03903 63.7198
inA 53000 1.72044 0
ran 53000 2.03903 0
beg 53000 1.84787 0
mid 53000 1.46556 0
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.593 0
ran 53000 2.03903 0
beg 53000 1.84787 0
mid 53000 1.72044 0
end 53000 1.72044 0
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 1.72044 0
beg 53000 1.97531 0
mid 53000 1.72044 0
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.97531 63.7198
ran 53000 2.03903 0
beg 53000 1.72044 0
mid 53000 1.97531 0
end 53000 1.97531 0
not 53000 1.91159 63.7198
inA 53000 1.593 0
ran 53000 1.72044 0
beg 53000 1.84787 63.7198
mid 53000 1.593 0
end 53000 1.72044 0
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 1.84787 0
beg 53000 1.46556 0
mid 53000 1.84787 0
end 53000 1.84787 0
not 53000 1.91159 63.7198
inA 53000 1.84787 0
ran 53000 2.03903 0
beg 53000 1.593 63.7198
mid 53000 1.33812 63.7198
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.84787 63.7198
ran 53000 2.03903 0
beg 53000 0.700918 0
mid 53000 1.72044 0
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.46556 0
ran 53000 1.97531 0
beg 53000 1.84787 0
mid 53000 1.84787 0
end 53000 1.97531 0
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 2.03903 63.7198
beg 53000 1.593 0
mid 53000 1.84787 0
end 53000 1.97531 63.7198
not 53000 2.03903 63.7198
inA 53000 1.97531 0
ran 53000 2.03903 63.7198
beg 53000 1.84787 0
mid 53000 1.97531 0
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 1.97531 63.7198
beg 53000 1.97531 0
mid 53000 1.593 0
end 53000 1.593 63.7198
not 53000 2.03903 0
inA 53000 1.97531 0
ran 53000 1.84787 63.7198
beg 53000 1.84787 0
mid 53000 1.84787 0
end 53000 1.97531 0
not 53000 2.03903 63.7198
inA 53000 1.84787 0
ran 53000 2.03903 63.7198
beg 53000 1.72044 0
mid 53000 1.72044 63.7198
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.72044 0
ran 53000 1.84787 63.7198
beg 53000 1.72044 0
mid 53000 1.72044 0
end 53000 1.97531 0
not 53000 2.03903 0
inA 53000 1.72044 0
ran 53000 2.03903 0
beg 53000 1.593 0
mid 53000 1.46556 63.7198
end 53000 1.593 0
not 53000 2.03903 0
inA 53000 1.84787 0
ran 53000 1.84787 63.7198
beg 53000 1.84787 63.7198
mid 53000 1.84787 0
end 53000 1.33812 0
not 53000 2.03903 0
inA 53000 1.72044 0
ran 53000 1.91159 0
beg 53000 1.72044 63.7198
mid 53000 1.84787 0
end 53000 1.97531 0
not 53000 2.03903 63.7198
inA 53000 1.593 0
ran 53000 2.03903 0
beg 53000 1.72044 0
mid 53000 1.84787 0
end 53000 1.72044 0
not 53000 2.03903 0
inA 53000 1.97531 63.7198
ran 53000 1.91159 63.7198
beg 53000 1.97531 0
mid 53000 1.84787 0
end 53000 1.72044 0
not 53000 2.03903 0
inA 53000 1.84787 0
ran 53000 2.03903 63.7198
beg 53000 1.72044 0
mid 53000 1.84787 63.7198
end 53000 1.08324 0
not 53000 2.03903 0
inA 53000 1.84787 0
ran 53000 1.97531 63.7198
beg 53000 1.72044 63.7198
mid 53000 1.33812 0
end 53000 1.97531 0
not 53000 2.03903 0
inA 53000 1.84787 0
ran 53000 1.33812 0
beg 53000 1.72044 0
mid 53000 1.593 63.7198
end 53000 1.84787 0
not 53000 2.03903 0
inA 53000 1.84787 0
ran 54000 1.71748 63.6105
beg 54000 1.71748 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.33582 0
ran 54000 2.03554 63.6105
beg 54000 1.8447 63.6105
mid 54000 1.8447 0
end 54000 1.59026 0
not 54000 2.03554 0
inA 54000 1.8447 63.6105
ran 54000 2.03554 0
beg 54000 1.33582 63.6105
mid 54000 1.59026 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 63.6105
ran 54000 2.03554 63.6105
beg 54000 1.97193 0
mid 54000 1.71748 0
end 54000 1.8447 0
not 54000 2.03554 63.6105
inA 54000 1.71748 0
ran 54000 1.90832 63.6105
beg 54000 1.59026 63.6105
mid 54000 1.71748 0
end 54000 1.97193 63.6105
not 54000 1.90832 0
inA 54000 1.97193 0
ran 54000 2.03554 63.6105
beg 54000 1.97193 63.6105
mid 54000 1.71748 63.6105
end 54000 1.97193 63.6105
not 54000 2.03554 63.6105
inA 54000 1.8447 63.6105
ran 54000 2.03554 63.6105
beg 54000 1.71748 0
mid 54000 1.97193 0
end 54000 1.8447 63.6105
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.33582 63.6105
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 63.6105
beg 54000 1.8447 63.6105
mid 54000 1.59026 63.6105
end 54000 1.97193 0
not 54000 2.03554 63.6105
inA 54000 1.2086 0
ran 54000 2.03554 63.6105
beg 54000 1.97193 63.6105
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.71748 0
beg 54000 1.8447 63.6105
mid 54000 1.59026 0
end 54000 1.08138 0
not 54000 1.90832 0
inA 54000 1.59026 63.6105
ran 54000 1.97193 0
beg 54000 1.8447 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 1.8447 63.6105
beg 54000 1.8447 0
mid 54000 1.59026 0
end 54000 1.8447 0
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.90832 0
beg 54000 1.8447 0
mid 54000 1.8447 0
end 54000 1.46304 0
not 54000 2.03554 63.6105
inA 54000 1.8447 0
ran 54000 2.03554 63.6105
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 2.03554 63.6105
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.71748 0
not 54000 2.03554 63.6105
inA 54000 1.8447 0
ran 54000 1.97193 0
beg 54000 1.8447 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.8447 0
beg 54000 1.8447 0
mid 54000 1.2086 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 0
beg 54000 1.71748 0
mid 54000 1.59026 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 2.03554 0
beg 54000 1.97193 63.6105
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 2.03554 0
beg 54000 1.59026 63.6105
mid 54000 1.8447 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 1.97193 0
beg 54000 1.59026 0
mid 54000 1.71748 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.90832 63.6105
beg 54000 1.33582 0
mid 54000 1.2086 0
end 54000 1.71748 0
not 54000 1.90832 0
inA 54000 1.97193 0
ran 54000 2.03554 63.6105
beg 54000 1.71748 0
mid 54000 1.59026 63.6105
end 54000 1.59026 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 2.03554 0
beg 54000 1.59026 0
mid 54000 1.71748 63.6105
end 54000 1.97193 63.6105
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 63.6105
beg 54000 1.46304 63.6105
mid 54000 1.8447 0
end 54000 1.71748 63.6105
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 0
beg 54000 1.59026 0
mid 54000 1.97193 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.71748 0
beg 54000 1.97193 63.6105
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 63.6105
inA 54000 1.97193 0
ran 54000 1.90832 0
beg 54000 1.71748 0
mid 54000 1.71748 0
end 54000 1.59026 0
not 54000 1.90832 0
inA 54000 1.71748 0
ran 54000 1.90832 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.90832 0
beg 54000 1.8447 63.6105
mid 54000 1.59026 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.8447 63.6105
ran 54000 2.03554 0
beg 54000 1.97193 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.97193 0
ran 54000 2.03554 63.6105
beg 54000 1.71748 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.97193 0
ran 54000 1.90832 0
beg 54000 1.97193 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 1.59026 0
beg 54000 1.97193 0
mid 54000 1.8447 63.6105
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.59026 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 1.97193 0
beg 54000 1.2086 0
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 63.6105
ran 54000 1.90832 63.6105
beg 54000 1.8447 63.6105
mid 54000 1.71748 0
end 54000 1.59026 0
not 54000 2.03554 63.6105
inA 54000 1.97193 0
ran 54000 1.8447 0
beg 54000 1.8447 0
mid 54000 0.954158 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.97193 63.6105
ran 54000 1.97193 0
beg 54000 1.97193 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.97193 63.6105
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.97193 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.46304 63.6105
ran 54000 2.03554 63.6105
beg 54000 1.71748 63.6105
mid 54000 1.97193 0
end 54000 1.71748 63.6105
not 54000 2.03554 63.6105
inA 54000 1.59026 0
ran 54000 2.03554 63.6105
beg 54000 1.97193 0
mid 54000 1.8447 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.71748 0
ran 54000 2.03554 63.6105
beg 54000 1.71748 0
mid 54000 1.8447 63.6105
end 54000 1.2086 0
not 54000 1.90832 0
inA 54000 1.59026 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.97193 63.6105
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.97193 0
beg 54000 1.71748 0
mid 54000 1.97193 0
end 54000 1.59026 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.08138 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.90832 0
beg 54000 1.8447 0
mid 54000 1.8447 63.6105
end 54000 1.8447 63.6105
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.90832 0
beg 54000 1.97193 63.6105
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 2.03554 63.6105
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.2086 0
ran 54000 2.03554 0
beg 54000 1.71748 63.6105
mid 54000 1.97193 63.6105
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 1.97193 0
beg 54000 1.71748 0
mid 54000 1.97193 0
end 54000 1.59026 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 2.03554 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.97193 0
ran 54000 1.8447 63.6105
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.33582 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.97193 0
beg 54000 1.8447 0
mid 54000 1.46304 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 63.6105
ran 54000 1.8447 0
beg 54000 1.8447 0
mid 54000 1.97193 0
end 54000 1.71748 0
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.90832 63.6105
beg 54000 1.71748 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 1.8447 63.6105
beg 54000 1.33582 0
mid 54000 1.71748 63.6105
end 54000 1.8447 0
not 54000 2.03554 63.6105
inA 54000 1.97193 0
ran 54000 2.03554 63.6105
beg 54000 1.71748 63.6105
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 63.6105
inA 54000 1.8447 0
ran 54000 1.97193 0
beg 54000 1.71748 0
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.90832 0
beg 54000 1.33582 0
mid 54000 1.97193 63.6105
end 54000 1.8447 63.6105
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.8447 63.6105
mid 54000 1.8447 63.6105
end 54000 1.97193 0
not 54000 2.03554 63.6105
inA 54000 1.8447 0
ran 54000 1.71748 63.6105
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.2086 0
ran 54000 1.97193 0
beg 54000 1.8447 63.6105
mid 54000 1.8447 63.6105
end 54000 1.8447 0
not 54000 2.03554 63.6105
inA 54000 1.46304 0
ran 54000 2.03554 0
beg 54000 1.46304 0
mid 54000 1.33582 0
end 54000 1.71748 63.6105
not 54000 2.03554 63.6105
inA 54000 1.59026 0
ran 54000 1.71748 0
beg 54000 1.8447 63.6105
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.97193 63.6105
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.97193 63.6105
end 54000 0.826937 63.6105
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.8447 0
beg 54000 1.97193 0
mid 54000 1.08138 0
end 54000 1.71748 0
not 54000 1.90832 0
inA 54000 1.71748 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.8447 63.6105
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.59026 0
end 54000 1.97193 63.6105
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.46304 0
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.71748 0
not 54000 1.90832 0
inA 54000 1.46304 0
ran 54000 1.71748 63.6105
beg 54000 1.8447 0
mid 54000 1.59026 63.6105
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 1.90832 63.6105
beg 54000 1.8447 0
mid 54000 1.97193 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.71748 0
beg 54000 1.46304 0
mid 54000 1.8447 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 63.6105
beg 54000 1.71748 0
mid 54000 1.59026 0
end 54000 0.699716 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 1.97193 0
beg 54000 1.97193 0
mid 54000 1.97193 0
end 54000 1.71748 0
not 54000 2.03554 63.6105
inA 54000 1.2086 0
ran 54000 1.97193 0
beg 54000 1.59026 63.6105
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 0
beg 54000 1.59026 0
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 63.6105
ran 54000 1.59026 63.6105
beg 54000 1.97193 0
mid 54000 1.97193 63.6105
end 54000 1.71748 0
not 54000 2.03554 63.6105
inA 54000 1.71748 0
ran 54000 2.03554 63.6105
beg 54000 1.8447 0
mid 54000 1.8447 63.6105
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.71748 0
mid 54000 1.8447 0
end 54000 1.97193 0
not 54000 2.03554 0
inA 54000 1.59026 0
ran 54000 2.03554 0
beg 54000 1.71748 0
mid 54000 1.97193 0
end 54000 1.46304 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 1.8447 0
beg 54000 1.33582 63.6105
mid 54000 1.71748 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 1.33582 0
beg 54000 1.97193 0
mid 54000 1.59026 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.33582 63.6105
beg 54000 1.33582 0
mid 54000 1.8447 63.6105
end 54000 1.71748 0
not 54000 2.03554 63.6105
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.71748 0
mid 54000 0.572495 0
end 54000 1.33582 0
not 54000 2.03554 0
inA 54000 1.8447 0
ran 54000 2.03554 63.6105
beg 54000 1.8447 0
mid 54000 1.8447 63.6105
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 1.8447 63.6105
beg 54000 1.97193 0
mid 54000 1.8447 0
end 54000 1.71748 0
not 54000 2.03554 0
inA 54000 1.71748 0
ran 54000 1.59026 0
beg 54000 1.8447 0
mid 54000 1.8447 0
end 54000 1.97193 63.6105
not 54000 2.03554 0
inA 54000 1.59026 63.6105
ran 54000 2.03554 63.6105
beg 54000 1.8447 0
mid 54000 1.71748 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.71748 63.6105
ran 54000 1.97193 0
beg 54000 1.8447 63.6105
mid 54000 1.59026 0
end 54000 1.2086 63.6105
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.97193 63.6105
beg 54000 1.97193 0
mid 54000 1.8447 0
end 54000 1.97193 0
not 54000 2.03554 63.6105
inA 54000 1.71748 0
ran 54000 2.03554 0
beg 54000 1.8447 0
mid 54000 1.33582 0
end 54000 1.8447 0
not 54000 2.03554 0
inA 54000 1.46304 0
ran 54000 1.46304 0
beg 54000 1.97193 0
mid 54000 1.59026 0
end 54000 1.8447 63.6105
not 54000 2.03554 0
inA 54000 1.97193 0
ran 54000 2.03554 0
beg 54000 1.71748 0
mid 54000 1.59026 0
end 54000 1.97193 0
not 54000 1.90832 0
inA 54000 1.8447 0
ran 54000 1.8447 0
beg 54000 1.71748 0
mid 54000 1.8447 0
end 54000 1.8447 63.6105
not 54000 2.03554 0
inA 54000 1.71748 0
ran 55000 1.90511 0
beg 55000 1.96861 63.5036
mid 55000 1.96861 0
end 55000 1.58759 0
not 55000 2.03211 0
inA 55000 1.8416 63.5036
ran 55000 2.03211 0
beg 55000 1.96861 63.5036
mid 55000 1.58759 0
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.46058 63.5036
ran 55000 1.46058 63.5036
beg 55000 1.7146 0
mid 55000 1.8416 0
end 55000 1.96861 63.5036
not 55000 1.90511 0
inA 55000 1.8416 0
ran 55000 2.03211 63.5036
beg 55000 1.46058 63.5036
mid 55000 1.7146 0
end 55000 1.8416 63.5036
not 55000 2.03211 0
inA 55000 1.8416 63.5036
ran 55000 2.03211 0
beg 55000 1.58759 0
mid 55000 1.8416 0
end 55000 1.7146 63.5036
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.96861 0
mid 55000 1.7146 63.5036
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.58759 0
mid 55000 1.8416 63.5036
end 55000 1.7146 63.5036
not 55000 2.03211 63.5036
inA 55000 1.7146 0
ran 55000 2.03211 0
beg 55000 1.46058 0
mid 55000 1.96861 63.5036
end 55000 1.58759 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 1.8416 0
beg 55000 1.8416 0
mid 55000 1.58759 0
end 55000 1.7146 63.5036
not 55000 2.03211 0
inA 55000 1.8416 63.5036
ran 55000 2.03211 0
beg 55000 0.825547 0
mid 55000 1.46058 0
end 55000 1.7146 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 1.90511 0
beg 55000 1.07956 0
mid 55000 1.8416 0
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 1.7146 0
beg 55000 1.58759 0
mid 55000 1.8416 0
end 55000 1.8416 63.5036
not 55000 2.03211 0
inA 55000 1.58759 0
ran 55000 2.03211 63.5036
beg 55000 1.7146 63.5036
mid 55000 1.8416 63.5036
end 55000 1.58759 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 2.03211 63.5036
beg 55000 1.46058 0
mid 55000 1.96861 63.5036
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 1.7146 0
beg 55000 1.8416 0
mid 55000 1.8416 0
end 55000 1.7146 63.5036
not 55000 1.90511 63.5036
inA 55000 1.8416 0
ran 55000 1.96861 63.5036
beg 55000 1.8416 0
mid 55000 1.7146 0
end 55000 1.8416 0
not 55000 1.90511 0
inA 55000 1.58759 0
ran 55000 2.03211 0
beg 55000 1.96861 0
mid 55000 1.96861 0
end 55000 1.96861 0
not 55000 1.90511 0
inA 55000 1.8416 0
ran 55000 1.7146 0
beg 55000 1.96861 0
mid 55000 1.8416 0
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.8416 0
mid 55000 1.8416 63.5036
end 55000 1.96861 0
not 55000 2.03211 63.5036
inA 55000 1.46058 0
ran 55000 1.8416 0
beg 55000 1.7146 63.5036
mid 55000 1.96861 0
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.96861 63.5036
ran 55000 1.8416 63.5036
beg 55000 1.7146 0
mid 55000 1.96861 889.05
end 55000 1.8416 0
not 55000 1.90511 0
inA 55000 1.58759 0
ran 55000 1.8416 0
beg 55000 1.46058 0
mid 55000 1.58759 0
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 2.03211 0
beg 55000 1.7146 63.5036
mid 55000 1.7146 0
end 55000 1.8416 0
not 55000 1.90511 0
inA 55000 1.7146 63.5036
ran 55000 2.03211 0
beg 55000 1.7146 63.5036
mid 55000 1.7146 0
end 55000 1.96861 0
not 55000 2.03211 63.5036
inA 55000 1.96861 0
ran 55000 1.46058 63.5036
beg 55000 1.7146 63.5036
mid 55000 1.58759 0
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.8416 0
mid 55000 1.46058 0
end 55000 1.7146 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 2.03211 0
beg 55000 1.58759 63.5036
mid 55000 1.58759 0
end 55000 1.7146 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 1.8416 63.5036
beg 55000 1.96861 0
mid 55000 1.8416 63.5036
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 2.03211 63.5036
beg 55000 1.8416 0
mid 55000 1.96861 0
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.7146 0
ran 55000 1.96861 0
beg 55000 1.07956 0
mid 55000 1.96861 0
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.58759 63.5036
mid 55000 1.96861 63.5036
end 55000 1.7146 63.5036
not 55000 2.03211 0
inA 55000 1.58759 0
ran 55000 2.03211 63.5036
beg 55000 1.96861 63.5036
mid 55000 1.96861 0
end 55000 1.46058 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 1.90511 63.5036
beg 55000 1.7146 0
mid 55000 1.7146 0
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.96861 63.5036
ran 55000 2.03211 0
beg 55000 1.96861 0
mid 55000 1.8416 63.5036
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.46058 0
ran 55000 1.46058 0
beg 55000 1.58759 0
mid 55000 1.8416 0
end 55000 1.7146 0
not 55000 1.90511 0
inA 55000 1.58759 0
ran 55000 1.90511 0
beg 55000 1.8416 0
mid 55000 1.8416 63.5036
end 55000 1.7146 0
not 55000 1.90511 0
inA 55000 1.8416 0
ran 55000 1.8416 0
beg 55000 1.8416 0
mid 55000 1.96861 0
end 55000 1.8416 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.7146 63.5036
mid 55000 1.46058 0
end 55000 1.8416 0
not 55000 2.03211 63.5036
inA 55000 1.07956 0
ran 55000 1.8416 0
beg 55000 1.7146 0
mid 55000 1.7146 0
end 55000 1.58759 0
not 55000 2.03211 63.5036
inA 55000 1.8416 0
ran 55000 2.03211 0
beg 55000 1.8416 0
mid 55000 1.8416 0
end 55000 1.58759 0
not 55000 2.03211 0
inA 55000 1.46058 0
ran 55000 1.96861 0
beg 55000 1.46058 63.5036
mid 55000 1.8416 63.5036
end 55000 1.96861 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 2.03211 63.5036
beg 55000 1.8416 63.5036
mid 55000 1.7146 0
end 55000 1.8416 0
not 55000 2.03211 63.5036
inA 55000 1.96861 0
ran 55000 1.96861 0
beg 55000 1.96861 0
mid 55000 1.96861 0
end 55000 1.46058 0
not 55000 2.03211 0
inA 55000 1.96861 0
ran 55000 2.03211 0
beg 55000 1.96861 0
mid 55000 1.8416 63.5036
end 55000 1.58759 0
not 55000 2.03211 0
inA 55000 1.8416 0
ran 55000 1.8416 0
beg 55000 1.46058 0
mid 55000 1.7146 0
end 55000 1.8416 0
not 55000 2.03211 0
